28631	988	7	988	7	0	1479889848384	71724298027658141479889844533	0	0	0	0	
28632	798	111	798	111	0	1479889848429	71724298027658141479889844533	0	0	0	0	
28633	646	225	646	225	0	1479889848476	71724298027658141479889844533	0	0	0	0	
28634	475	305	475	305	0	1479889848523	71724298027658141479889844533	0	0	0	0	
28635	450	314	450	314	0	1479889848572	71724298027658141479889844533	0	0	0	0	
28636	450	314	450	614	0	1479889854340	71724298027658141479889844533	0	0	0	0	
28637	685	131	685	131	0	1479889858029	71724298027658141479889844533	0	0	0	0	
28638	649	184	649	184	0	1479889858075	71724298027658141479889844533	0	0	0	0	
28639	620	227	620	227	0	1479889858118	71724298027658141479889844533	0	0	0	0	
28640	607	249	607	249	0	1479889858163	71724298027658141479889844533	0	0	0	0	
28641	601	259	601	259	0	1479889858204	71724298027658141479889844533	0	0	0	0	
28642	597	264	597	264	0	1479889858267	71724298027658141479889844533	0	0	0	0	
28643	592	273	592	273	0	1479889858309	71724298027658141479889844533	0	0	0	0	
28644	576	308	576	308	0	1479889858350	71724298027658141479889844533	0	0	0	0	
28645	544	367	544	367	0	1479889858392	71724298027658141479889844533	0	0	0	0	
28646	529	397	529	397	0	1479889858434	71724298027658141479889844533	0	0	0	0	
28647	523	409	523	409	0	1479889858480	71724298027658141479889844533	0	0	0	0	
28648	517	421	517	421	0	1479889858527	71724298027658141479889844533	0	0	0	0	
28649	508	430	508	430	0	1479889858569	71724298027658141479889844533	0	0	0	0	
28650	496	436	496	436	0	1479889858613	71724298027658141479889844533	0	0	0	0	
28651	485	441	485	441	0	1479889858660	71724298027658141479889844533	0	0	0	0	
28652	482	439	482	439	0	1479889858701	71724298027658141479889844533	0	0	0	0	
28653	482	401	482	401	0	1479889858748	71724298027658141479889844533	0	0	0	0	
28654	477	357	477	357	0	1479889858794	71724298027658141479889844533	0	0	0	0	
28655	477	335	477	335	0	1479889858840	71724298027658141479889844533	0	0	0	0	
28656	486	322	486	322	0	1479889858881	71724298027658141479889844533	0	0	0	0	
28657	508	307	508	307	0	1479889858925	71724298027658141479889844533	0	0	0	0	
28658	511	306	511	306	0	1479889858998	71724298027658141479889844533	0	0	0	0	
28659	514	320	514	320	0	1479889859044	71724298027658141479889844533	0	0	0	0	
28660	517	337	517	337	0	1479889859092	71724298027658141479889844533	0	0	0	0	
28661	520	341	520	341	0	1479889859143	71724298027658141479889844533	0	0	0	0	
28662	521	344	521	344	0	1479889859185	71724298027658141479889844533	0	0	0	0	
28663	522	346	522	385	0	1479889859244	71724298027658141479889844533	0	0	0	0	
28664	523	346	523	471	0	1479889859303	71724298027658141479889844533	0	0	0	0	
28665	526	346	526	571	0	1479889859350	71724298027658141479889844533	0	0	0	0	
28666	529	347	529	636	0	1479889859397	71724298027658141479889844533	0	0	0	0	
28667	532	351	532	651	0	1479889859446	71724298027658141479889844533	0	0	0	0	
28668	533	354	533	654	0	1479889859491	71724298027658141479889844533	0	0	0	0	
28669	530	358	530	658	0	1479889859550	71724298027658141479889844533	0	0	0	0	
28670	523	362	523	662	0	1479889859594	71724298027658141479889844533	0	0	0	0	
28671	515	365	515	665	0	1479889859635	71724298027658141479889844533	0	0	0	0	
28672	464	362	464	662	0	1479889859683	71724298027658141479889844533	0	0	0	0	
28673	400	336	400	636	0	1479889859728	71724298027658141479889844533	0	0	0	0	
28674	368	319	368	619	0	1479889859775	71724298027658141479889844533	0	0	0	0	
28675	364	313	364	613	0	1479889859822	71724298027658141479889844533	0	0	0	0	
28676	361	310	361	610	0	1479889859864	71724298027658141479889844533	0	0	0	0	
28677	358	307	358	607	0	1479889859969	71724298027658141479889844533	0	0	0	0	
28678	324	330	324	630	0	1479889861061	71724298027658141479889844533	0	0	0	0	
28679	583	288	583	588	0	1479889861103	71724298027658141479889844533	0	0	0	0	
28680	902	279	902	579	0	1479889861150	71724298027658141479889844533	0	0	0	0	
28681	1010	289	1010	589	0	1479889861191	71724298027658141479889844533	0	0	0	0	
28682	1014	288	1014	588	0	1479889861310	71724298027658141479889844533	0	0	0	0	
28683	1026	282	1026	582	0	1479889861364	71724298027658141479889844533	0	0	0	0	
28684	1074	269	1074	569	0	1479889861413	71724298027658141479889844533	0	0	0	0	
28685	1081	265	1081	565	0	1479889861456	71724298027658141479889844533	0	0	0	0	
28686	1091	257	1091	557	0	1479889861497	71724298027658141479889844533	0	0	0	0	
28687	1098	252	1098	552	1	1479889861699	71724298027658141479889844533	0	0	0	0	
28688	1098	252	1098	552	0	1479889861721	71724298027658141479889844533	0	0	0	0	
28689	829	64	829	364	0	1479889885969	71724298027658141479889844533	0	0	0	0	
28690	616	213	616	513	0	1479889886013	71724298027658141479889844533	0	0	0	0	
28691	471	279	471	579	0	1479889886061	71724298027658141479889844533	0	0	0	0	
28692	421	293	421	593	0	1479889886109	71724298027658141479889844533	0	0	0	0	
28693	416	295	416	795	0	1479889886560	71724298027658141479889844533	0	0	0	0	
28694	416	295	416	1095	0	1479889887278	71724298027658141479889844533	0	0	0	0	
28695	416	295	416	1395	0	1479889888062	71724298027658141479889844533	0	0	0	0	
28696	416	295	416	1695	0	1479889889043	71724298027658141479889844533	0	0	0	0	
28697	418	303	418	1703	0	1479889904622	71724298027658141479889844533	0	0	0	0	
28698	427	319	427	1719	0	1479889904667	71724298027658141479889844533	0	0	0	0	
28699	443	319	443	1719	0	1479889904713	71724298027658141479889844533	0	0	0	0	
28700	454	316	454	1716	0	1479889904761	71724298027658141479889844533	0	0	0	0	
28701	460	316	460	1717	0	1479889904816	71724298027658141479889844533	0	0	0	0	
28702	477	314	477	1773	0	1479889904864	71724298027658141479889844533	0	0	0	0	
28703	497	309	497	1998	0	1479889904912	71724298027658141479889844533	0	0	0	0	
28704	511	304	511	2160	0	1479889904956	71724298027658141479889844533	0	0	0	0	
28705	531	294	531	2194	0	1479889905001	71724298027658141479889844533	0	0	0	0	
28706	555	288	555	2188	0	1479889905042	71724298027658141479889844533	0	0	0	0	
28707	585	275	585	2175	0	1479889905083	71724298027658141479889844533	0	0	0	0	
28708	598	269	598	2169	0	1479889905129	71724298027658141479889844533	0	0	0	0	
28709	603	264	603	2164	0	1479889905185	71724298027658141479889844533	0	0	0	0	
28710	605	263	605	2163	0	1479889905500	71724298027658141479889844533	0	0	0	0	
28711	608	263	608	2163	0	1479889905561	71724298027658141479889844533	0	0	0	0	
28712	608	264	608	2164	0	1479889906233	71724298027658141479889844533	0	0	0	0	
28713	608	266	608	2216	0	1479889906320	71724298027658141479889844533	0	0	0	0	
28714	609	268	609	2568	0	1479889906491	71724298027658141479889844533	0	0	0	0	
28715	609	269	609	2569	0	1479889907129	71724298027658141479889844533	0	0	0	0	
28716	608	272	608	2572	0	1479889907172	71724298027658141479889844533	0	0	0	0	
28717	608	271	608	2571	0	1479889907227	71724298027658141479889844533	0	0	0	0	
28718	608	269	608	2569	0	1479889907293	71724298027658141479889844533	0	0	0	0	
28719	607	270	607	2672	0	1479889907378	71724298027658141479889844533	0	0	0	0	
28720	607	269	607	3068	0	1479889907535	71724298027658141479889844533	0	0	0	0	
28721	607	269	607	3069	0	1479889907637	71724298027658141479889844533	0	0	0	0	
28729	134	309	134	309	0	1479889917700	71724298027658141479889844533	0	0	0	0	
28730	128	228	128	228	0	1479889917744	71724298027658141479889844533	0	0	0	0	
28731	116	182	116	182	0	1479889917786	71724298027658141479889844533	0	0	0	0	
28732	103	155	103	155	0	1479889917827	71724298027658141479889844533	0	0	0	0	
28733	98	146	98	146	0	1479889917878	71724298027658141479889844533	0	0	0	0	
28734	94	140	94	140	0	1479889917933	71724298027658141479889844533	0	0	0	0	
28735	94	138	94	138	0	1479889917980	71724298027658141479889844533	0	0	0	0	
28736	94	136	94	136	0	1479889918028	71724298027658141479889844533	0	0	0	0	
28737	95	135	95	135	0	1479889918123	71724298027658141479889844533	0	0	0	0	
28738	95	135	95	335	0	1479889918675	71724298027658141479889844533	0	0	0	0	
28739	95	135	95	335	0	1479889918834	71724298027658141479889844533	0	0	0	0	
28740	95	135	95	635	0	1479889919376	71724298027658141479889844533	0	0	0	0	
28741	95	135	95	935	0	1479889920042	71724298027658141479889844533	0	0	0	0	
28742	94	135	94	474	0	1479889920865	71724298027658141479889844533	0	0	0	0	
28743	86	142	86	294	0	1479889920912	71724298027658141479889844533	0	0	0	0	
28744	83	145	83	151	0	1479889920967	71724298027658141479889844533	0	0	0	0	
28745	82	146	82	146	0	1479889921290	71724298027658141479889844533	0	0	0	0	
28746	85	103	85	103	0	1479889921343	71724298027658141479889844533	0	0	0	0	
28747	93	84	93	84	0	1479889921391	71724298027658141479889844533	0	0	0	0	
28748	97	76	97	76	0	1479889921433	71724298027658141479889844533	0	0	0	0	
28749	97	71	97	71	0	1479889921491	71724298027658141479889844533	0	0	0	0	
28750	97	69	97	69	0	1479889921567	71724298027658141479889844533	0	0	0	0	
28751	97	64	97	64	0	1479889921612	71724298027658141479889844533	0	0	0	0	
28752	96	64	96	64	0	1479889921950	71724298027658141479889844533	0	0	0	0	
28753	100	126	100	126	0	1479889921997	71724298027658141479889844533	0	0	0	0	
28754	110	171	110	171	0	1479889922044	71724298027658141479889844533	0	0	0	0	
28755	113	181	113	581	0	1479889922353	71724298027658141479889844533	0	0	0	0	
