169911	1581	746	1581	746	0	1479983790095	091896242457194081479983789280	1600	900	1600	770	
169912	1552	745	1552	745	0	1479983790138	091896242457194081479983789280	1600	900	1600	770	
169913	1498	730	1498	730	0	1479983790186	091896242457194081479983789280	1600	900	1600	770	
169914	1431	702	1431	702	0	1479983790235	091896242457194081479983789280	1600	900	1600	770	
169915	1185	631	1185	631	0	1479983790283	091896242457194081479983789280	1600	900	1600	770	
169916	979	565	979	565	0	1479983790331	091896242457194081479983789280	1600	900	1600	770	
169917	910	539	910	539	0	1479983790379	091896242457194081479983789280	1600	900	1600	770	
169918	881	525	881	525	0	1479983790426	091896242457194081479983789280	1600	900	1600	770	
169919	877	523	877	523	0	1479983790512	091896242457194081479983789280	1600	900	1600	770	
169920	875	522	875	522	0	1479983790611	091896242457194081479983789280	1600	900	1600	770	
169921	841	505	841	505	0	1479983790659	091896242457194081479983789280	1600	900	1600	770	
169922	819	497	819	497	0	1479983790706	091896242457194081479983789280	1600	900	1600	770	
169923	810	479	810	479	0	1479983790747	091896242457194081479983789280	1600	900	1600	770	
169924	803	454	803	454	0	1479983790794	091896242457194081479983789280	1600	900	1600	770	
169925	803	454	803	454	0	1479983791155	091896242457194081479983789280	1600	900	1600	770	
169926	803	450	803	450	0	1479983791202	091896242457194081479983789280	1600	900	1600	770	
169927	802	447	802	447	0	1479983791243	091896242457194081479983789280	1600	900	1600	770	
169928	801	440	801	440	0	1479983791290	091896242457194081479983789280	1600	900	1600	770	
169929	792	433	792	433	0	1479983791338	091896242457194081479983789280	1600	900	1600	770	
169930	775	423	775	423	0	1479983791386	091896242457194081479983789280	1600	900	1600	770	
169931	703	398	703	398	0	1479983791434	091896242457194081479983789280	1600	900	1600	770	
169932	568	371	568	371	0	1479983791483	091896242457194081479983789280	1600	900	1600	770	
169933	555	366	555	966	0	1479983792446	091896242457194081479983789280	1600	900	1600	770	
169934	554	366	554	966	0	1479983793247	091896242457194081479983789280	1600	900	1600	770	
169935	539	362	539	962	0	1479983793295	091896242457194081479983789280	1600	900	1600	770	
169936	528	359	528	959	0	1479983793342	091896242457194081479983789280	1600	900	1600	770	
169937	464	327	464	927	0	1479983793390	091896242457194081479983789280	1600	900	1600	770	
169938	407	286	407	886	0	1479983793431	091896242457194081479983789280	1600	900	1600	770	
169939	368	252	368	852	0	1479983793478	091896242457194081479983789280	1600	900	1600	770	
169940	342	237	342	837	0	1479983793519	091896242457194081479983789280	1600	900	1600	770	
169941	318	224	318	824	0	1479983793566	091896242457194081479983789280	1600	900	1600	770	
169942	318	223	318	823	0	1479983793614	091896242457194081479983789280	1600	900	1600	770	
169943	316	221	316	821	0	1479983793662	091896242457194081479983789280	1600	900	1600	770	
169944	315	219	315	819	0	1479983794255	091896242457194081479983789280	1600	900	1600	770	
169945	279	253	279	853	0	1479983794303	091896242457194081479983789280	1600	900	1600	770	
169946	218	308	218	908	0	1479983794350	091896242457194081479983789280	1600	900	1600	770	
169947	200	326	200	926	0	1479983794391	091896242457194081479983789280	1600	900	1600	770	
169948	194	342	194	942	0	1479983794438	091896242457194081479983789280	1600	900	1600	770	
169949	195	350	195	950	0	1479983794479	091896242457194081479983789280	1600	900	1600	770	
169950	202	352	202	952	0	1479983794968	091896242457194081479983789280	1600	900	1600	770	
169951	204	355	204	955	0	1479983795350	091896242457194081479983789280	1600	900	1600	770	
169952	205	351	205	951	0	1479983795458	091896242457194081479983789280	1600	900	1600	770	
169953	209	347	209	947	0	1479983795506	091896242457194081479983789280	1600	900	1600	770	
169954	209	343	209	943	0	1479983795570	091896242457194081479983789280	1600	900	1600	770	
169955	210	342	210	942	0	1479983795899	091896242457194081479983789280	1600	900	1600	770	
169956	210	342	210	1442	0	1479983798956	091896242457194081479983789280	1600	900	1600	770	
169994	667	341	667	341	0	1479983809905	091896242457194081479983789280	1600	900	1600	770	
169995	666	343	666	343	0	1479983809946	091896242457194081479983789280	1600	900	1600	770	
169996	666	350	666	350	0	1479983810000	091896242457194081479983789280	1600	900	1600	770	
169997	671	367	671	367	0	1479983810043	091896242457194081479983789280	1600	900	1600	770	
169998	678	379	678	379	0	1479983810090	091896242457194081479983789280	1600	900	1600	770	
169999	683	389	683	389	0	1479983810138	091896242457194081479983789280	1600	900	1600	770	
170000	686	391	686	391	0	1479983810251	091896242457194081479983789280	1600	900	1600	770	
170001	686	391	686	391	0	1479983810550	091896242457194081479983789280	1600	900	1600	770	
170002	718	435	718	435	0	1479983810594	091896242457194081479983789280	1600	900	1600	770	
170003	763	507	763	507	0	1479983810642	091896242457194081479983789280	1600	900	1600	770	
170004	791	543	791	543	0	1479983810683	091896242457194081479983789280	1600	900	1600	770	
170005	800	563	800	563	0	1479983810730	091896242457194081479983789280	1600	900	1600	770	
170006	800	578	800	578	0	1479983810779	091896242457194081479983789280	1600	900	1600	770	
170007	788	598	788	598	0	1479983810826	091896242457194081479983789280	1600	900	1600	770	
170008	765	617	765	617	0	1479983810874	091896242457194081479983789280	1600	900	1600	770	
170009	762	619	762	619	0	1479983810946	091896242457194081479983789280	1600	900	1600	770	
170010	756	620	756	620	0	1479983811010	091896242457194081479983789280	1600	900	1600	770	
170011	750	621	750	621	0	1479983811058	091896242457194081479983789280	1600	900	1600	770	
170012	750	620	750	620	0	1479983811306	091896242457194081479983789280	1600	900	1600	770	
170013	750	621	750	621	0	1479983811370	091896242457194081479983789280	1600	900	1600	770	
170014	751	622	751	622	0	1479983811418	091896242457194081479983789280	1600	900	1600	770	
170015	750	622	750	622	0	1479983811562	091896242457194081479983789280	1600	900	1600	770	
170016	748	620	748	620	0	1479983811634	091896242457194081479983789280	1600	900	1600	770	
170017	748	621	748	621	0	1479983811786	091896242457194081479983789280	1600	900	1600	770	
